Unnamee: 0,lnd,lnT,lnR,L,dq,conv_vel,h1,he3,he4,c12,n14,o16,ne20,mg24
779,9.7229804331880629e-01,1.6909442936316921e+01,2.5217668185914856e+01,7.2708928819517621e+37,3.0619329553224230e-03,0.0000000000000000e+00,6.9993157884290440e-01,1.6886120371996979e-05,2.7998048247539082e-01,3.0151845915246546e-03,1.5057769709617496e-03,9.3603061248581127e-03,2.0994604783340937e-03,4.0903243956537629e-03
780,9.7888296703599841e-01,1.6912894670272649e+01,2.5213812347180728e+01,7.2630449308857985e+37,3.0772746535937547e-03,0.0000000000000000e+00,6.9992754999704027e-01,1.6479785747682660e-05,2.7998083474939865e-01,2.9906792278072291e-03,1.5343758076036282e-03,9.3602955584143749e-03,2.0994604783340911e-03,4.0903243956537593e-03
781,9.8545485357467939e-01,1.6916352631947939e+01,2.5209917605568472e+01,7.2547121693250016e+37,3.0772746535938657e-03,0.0000000000000000e+00,6.9992330264392252e-01,1.6070601834501221e-05,2.7998119332627737e-01,2.9648829554860164e-03,1.5644813886205808e-03,9.3602842098709491e-03,2.0994604783340924e-03,4.0903243956537602e-03
782,9.9201323272945778e-01,1.6919816657871519e+01,2.5206002784054315e+01,7.2459127820910778e+37,3.0922544609866000e-03,0.0000000000000000e+00,6.9991882767155377e-01,1.5659141085160756e-05,2.7998155811410589e-01,2.9377439427065631e-03,1.5961542347457768e-03,9.3602720218147670e-03,2.0994604783340919e-03,4.0903243956537593e-03
783,9.9855840219230795e-01,1.6923286830875314e+01,2.5202048215931363e+01,7.2365800937973236e+37,3.0922544609864890e-03,0.0000000000000000e+00,6.9991411557476332e-01,1.5245957040022160e-05,2.7998192906679553e-01,2.9092081562402093e-03,1.6294574394781482e-03,9.3602589316947497e-03,2.0994604783340906e-03,4.0903243956537584e-03
784,1.0034625640811156e+00,1.6925893025630003e+01,2.5198072433004097e+01,7.2267350762504829e+37,1.5534332998262685e-03,0.0000000000000000e+00,6.9991042055927197e-01,1.4935308012597364e-05,2.7998221128454816e-01,2.8868596392999418e-03,1.6555398516421638e-03,9.3602484832371892e-03,2.0994604783340893e-03,4.0903243956537540e-03
785,1.0067289050972654e+00,1.6927634656730332e+01,2.5196066998264150e+01,7.2215890005185396e+37,1.5534332998262685e-03,0.0000000000000000e+00,6.9990787512242311e-01,1.4727722256625792e-05,2.7998240157151914e-01,2.8714777564007093e-03,1.6734917623042104e-03,9.3602411911081144e-03,2.0994604783340879e-03,4.0903243956537531e-03
786,1.0118843255605800e+00,1.6930246133678981e+01,2.5194056024370863e+01,7.2163057579974241e+37,3.1068665996525370e-03,0.0000000000000000e+00,6.9958989823228909e-01,4.8746898161895675e-06,2.8000284233416863e-01,1.0252874745571682e-03,3.8295449671315019e-03,9.3577674280492697e-03,2.0994604783340902e-03,4.0903243956537567e-03
787,1.0188404865121791e+00,1.6933734458682323e+01,2.5190018307798296e+01,7.2134357785838396e+37,3.1211171036968923e-03,0.0000000000000000e+00,6.9902024577980590e-01,2.0236903877310892e-07,2.8042566468840517e-01,6.4893705847236908e-05,5.0099468276191121e-03,9.2892617552957190e-03,2.0994604783340897e-03,4.0903243956537558e-03
788,1.0253391280111177e+00,1.6937219901168989e+01,2.5185940856600090e+01,7.2140767591110606e+37,3.1211171036968923e-03,3.9217730483447109e+03,6.9902024576565491e-01,2.0236892685538929e-07,2.8042566469917264e-01,6.4893683564497344e-05,5.0099468551431041e-03,9.2892617535500470e-03,2.0994604783340897e-03,4.0903243956537558e-03
789,1.0318360484898700e+00,1.6940702360137187e+01,2.5181839814496638e+01,7.2147146553574197e+37,3.1350000144779746e-03,6.3015703934087827e+03,6.9902024574835905e-01,2.0236879449004003e-07,2.8042566471254986e-01,6.4893657631668144e-05,5.0099468872965982e-03,9.2892617513803035e-03,2.0994604783340897e-03,4.0903243956537558e-03
790,1.0383317202526494e+00,1.6944181918560648e+01,2.5177696280191010e+01,7.2158809714349469e+37,3.1350000144779746e-03,7.7391319073463034e+03,6.9902024573354308e-01,2.0236868584665370e-07,2.8042566472418677e-01,6.4893636487913584e-05,5.0099469136180454e-03,9.2892617494903220e-03,2.0994604783340897e-03,4.0903243956537558e-03
791,1.0432080889827215e+00,1.6946788566823627e+01,2.5173527926315490e+01,7.2170154496800869e+37,1.5742434171810433e-03,8.7764277817075182e+03,6.9902024572326411e-01,2.0236861345153180e-07,2.8042566473237208e-01,6.4893622493057661e-05,5.0099469311099991e-03,9.2892617481593244e-03,2.0994604783340897e-03,4.0903243956537558e-03
792,1.0464583310226749e+00,1.6948527932684060e+01,2.5171425269243434e+01,7.2175723782389580e+37,1.5742434171810433e-03,9.2234163159221012e+03,6.9902024571657577e-01,2.0236856725203553e-07,2.8042566473773216e-01,6.4893613592413021e-05,5.0099469422571445e-03,9.2892617472872540e-03,2.0994604783340897e-03,4.0903243956537558e-03
793,1.0513188264763508e+00,1.6951131936111520e+01,2.5169316152561362e+01,7.2181204058453545e+37,3.1484868343620866e-03,9.6358661759694488e+03,6.9902024570675855e-01,2.0236850070990008e-07,2.8042566474564750e-01,6.4893600816259340e-05,5.0099469582900733e-03,9.2892617459987789e-03,2.0994604783340897e-03,4.0903243956537558e-03
794,1.0578104414413591e+00,1.6954602278555626e+01,2.5165078237610254e+01,7.2191885877107111e+37,3.1615355602645514e-03,1.0391874948235870e+04,6.9902024569406551e-01,2.0236841774221017e-07,2.8042566475599763e-01,6.4893584995300521e-05,5.0099469782234882e-03,9.2892617443123466e-03,2.0994604783340897e-03,4.0903243956537558e-03
795,1.0643009959906724e+00,1.6958069598657264e+01,2.5160795913527715e+01,7.2202215426466498e+37,3.1615355602645514e-03,1.1066132247191253e+04,6.9902024568161911e-01,2.0236833915534471e-07,2.8042566476625134e-01,6.4893570113435501e-05,5.0099469970488419e-03,9.2892617426401411e-03,2.0994604783340897e-03,4.0903243956537558e-03
796,1.0707899920948120e+00,1.6961533836572684e+01,2.5156486105217061e+01,7.2212119864660948e+37,3.1741107540056447e-03,1.1675988464880604e+04,6.9902024566932192e-01,2.0236826402435212e-07,2.8042566477647753e-01,6.4893555985290083e-05,5.0099470149921101e-03,9.2892617409710780e-03,2.0994604783340897e-03,4.0903243956537558e-03
797,1.0772777652375904e+00,1.6964995207117499e+01,2.5152130901130025e+01,7.2221606514470835e+37,3.1741107540057558e-03,1.2238109182665293e+04,6.9902024565710751e-01,2.0236819170840312e-07,2.8042566478672306e-01,6.4893542482575430e-05,5.0099470322095660e-03,9.2892617392976042e-03,2.0994604783340897e-03,4.0903243956537558e-03
798,1.0837638376103202e+00,1.6968453642225222e+01,2.5147746764940221e+01,7.2230603727747686e+37,3.1861971709081795e-03,1.2760592008900628e+04,6.9902024564492890e-01,2.0236812173432090e-07,2.8042566479701992e-01,6.4893529510212770e-05,5.0099470488166266e-03,9.2892617376145913e-03,2.0994604783340897e-03,4.0903243956537558e-03
799,1.0902485783225508e+00,1.6971909338710302e+01,2.5143316191441562e+01,7.2239109590429224e+37,3.1861971709081795e-03,1.3252906890312694e+04,6.9902024563275162e-01,2.0236805374729840e-07,2.8042566480739171e-01,6.4893516997133842e-05,5.0099470648995421e-03,9.2892617359182203e-03,2.0994604783340897e-03,4.0903243956537558e-03
800,1.0967315734195064e+00,1.6975362211271898e+01,2.5138855152838894e+01,7.2247053462546881e+37,3.1978020703840051e-03,1.3718711084419608e+04,6.9902024562055018e-01,2.0236798746791855e-07,2.8042566481785517e-01,6.4893504887094488e-05,5.0099470805262633e-03,9.2892617342058301e-03,2.0994604783340897e-03,4.0903243956537558e-03
801,1.1032132489068449e+00,1.6978812438089589e+01,2.5134346544428431e+01,7.2254423556718894e+37,3.1978020703838940e-03,1.4163878619054908e+04,6.9902024560830433e-01,2.0236792267397420e-07,2.8042566482842374e-01,6.4893493135659481e-05,5.0099470957505278e-03,9.2892617324752499e-03,2.0994604783340897e-03,4.0903243956537558e-03
802,1.1096932677083986e+00,1.6982259920305587e+01,2.5129805846520008e+01,7.2261149932123593e+37,3.2089327191814356e-03,1.4590110421728697e+04,6.9902024559599862e-01,2.0236785918332880e-07,2.8042566483910672e-01,6.4893481706167746e-05,5.0099471106164177e-03,9.2892617307249860e-03,2.0994604783340897e-03,4.0903243956537558e-03
803,1.1161720937245009e+00,1.6985704807613386e+01,2.5125216349178769e+01,7.2267210161471746e+37,3.2089327191813246e-03,1.5001668657373794e+04,6.9902024558362034e-01,2.0236779684553116e-07,2.8042566484991233e-01,6.4893470568644788e-05,5.0099471251600515e-03,9.2892617289537202e-03,2.0994604783340897e-03,4.0903243956537558e-03
804,1.1210366047803379e+00,1.6988286109277073e+01,2.5120593039757164e+01,7.2272534595760449e+37,1.6097720404324451e-03,1.5399148439058736e+04,6.9902024557428061e-01,2.0236775088739826e-07,2.8042566485810800e-01,6.4893462419924894e-05,5.0099471358429754e-03,9.2892617276096256e-03,2.0994604783340897e-03,4.0903243956537558e-03
805,1.1242776155423388e+00,1.6990007946093603e+01,2.5118260775025778e+01,7.2274912818962420e+37,1.6097720404325562e-03,1.5593777695297732e+04,6.9902024556802331e-01,2.0236772044249056e-07,2.8042566486361245e-01,6.4893457042559541e-05,5.0099471429066388e-03,9.2892617267066857e-03,2.0994604783340897e-03,4.0903243956537558e-03
806,1.1291255315048898e+00,1.6992586506934143e+01,2.5115919703453357e+01,7.2277087602154397e+37,3.2195440808650013e-03,1.5785504820480240e+04,6.9902024555861030e-01,2.0236767514662288e-07,2.8042566487191260e-01,6.4893449073014997e-05,5.0099471533960917e-03,9.2892617253447991e-03,2.0994604783340897e-03,4.0903243956537558e-03
807,1.1356002209468050e+00,1.6996023327571450e+01,2.5111210697279124e+01,7.2280802516470457e+37,3.2295740564858301e-03,1.6160587306271924e+04,6.9902024554596264e-01,2.0236761557485181e-07,2.8042566488311644e-01,6.4893438673054593e-05,5.0099471671386153e-03,9.2892617235056711e-03,2.0994604783340897e-03,4.0903243956537558e-03
808,1.1420737900672506e+00,1.6999457591209656e+01,2.5106450369584516e+01,7.2283631197219948e+37,3.2295740564859412e-03,1.6526447345251337e+04,6.9902024553321115e-01,2.0236755674054682e-07,2.8042566489446132e-01,6.4893428482568022e-05,5.0099471806577158e-03,9.2892617216425872e-03,2.0994604783340897e-03,4.0903243956537558e-03
809,1.1485457231322380e+00,1.7002889141937869e+01,2.5101652460765762e+01,7.2285503194629372e+37,3.2389708807430985e-03,1.6882913205773606e+04,6.9902024552035131e-01,2.0236749857122093e-07,2.8042566490594929e-01,6.4893418487217662e-05,5.0099471939704312e-03,9.2892617197551867e-03,2.0994604783340897e-03,4.0903243956537558e-03
810,1.1550163957293755e+00,1.7006318185089805e+01,2.5096801939999622e+01,7.2286358660682807e+37,3.2389708807429875e-03,1.7231778006912388e+04,6.9902024550737777e-01,2.0236744099869725e-07,2.8042566491758380e-01,6.4893408673930608e-05,5.0099472070924910e-03,9.2892617178429297e-03,2.0994604783340897e-03,4.0903243956537558e-03
811,1.1598751075034661e+00,1.7008887930924192e+01,2.5091911773819104e+01,7.2286125863261521e+37,1.6238623883260146e-03,1.7572643666398204e+04,6.9902024549756447e-01,2.0236739824283911e-07,2.8042566492641679e-01,6.4893401445320266e-05,5.0099472167966938e-03,9.2892617163905608e-03,2.0994604783340897e-03,4.0903243956537558e-03
812,1.1631113658322451e+00,1.7010601668644884e+01,2.5089444875280046e+01,7.2285577038320454e+37,1.6238623883260146e-03,1.7740755884192984e+04,6.9902024549098467e-01,2.0236736983115823e-07,2.8042566493234959e-01,6.4893396661578641e-05,5.0099472232314692e-03,9.2892617154148524e-03,2.0994604783340897e-03,4.0903243956537558e-03
813,1.1679527983870578e+00,1.7013168550767215e+01,2.5086967643727713e+01,7.2284728449227646e+37,3.2477247766520291e-03,1.7907235134677604e+04,6.9902024548107588e-01,2.0236732741847922e-07,2.8042566494129964e-01,6.4893389549953122e-05,5.0099472328165353e-03,9.2892617139426594e-03,2.0994604783340897e-03,4.0903243956537558e-03
814,1.1744186777774399e+00,1.7016589916421938e+01,2.5081981637619041e+01,7.2282097174396016e+37,3.2558487270608629e-03,1.8235833966810901e+04,6.9902024546774077e-01,2.0236727130645606e-07,2.8042566495338432e-01,6.4893380219433796e-05,5.0099472454421611e-03,9.2892617119540670e-03,2.0994604783340897e-03,4.0903243956537558e-03
815,1.1808834657362905e+00,1.7020008821243122e+01,2.5076940112070698e+01,7.2278140457602884e+37,3.2558487270608629e-03,1.8559927663680005e+04,6.9902024545427918e-01,2.0236721558843182e-07,2.8042566496562223e-01,6.4893371032411319e-05,5.0099472579230948e-03,9.2892617099395042e-03,2.0994604783340897e-03,4.0903243956537558e-03
816,1.1873468658612316e+00,1.7023425065500232e+01,2.5071854402194171e+01,7.2272780623685504e+37,3.2633245994044837e-03,1.8879158641950210e+04,6.9902024544068996e-01,2.0236716022789877e-07,2.8042566497801338e-01,6.4893361981986750e-05,5.0099472702674168e-03,9.2892617078989427e-03,2.0994604783340897e-03,4.0903243956537558e-03
817,1.1938093987470781e+00,1.7026838810666724e+01,2.5066711552473996e+01,7.2265912798018776e+37,3.2633245994044837e-03,1.9194560212758739e+04,6.9902024542697045e-01,2.0236710518653153e-07,2.8042566499055956e-01,6.4893353061301768e-05,5.0099472824833810e-03,9.2892617058320858e-03,2.0994604783340897e-03,4.0903243956537558e-03
818,1.1986628448565077e+00,1.7029397301251663e+01,2.5061522022120357e+01,7.2257454622003525e+37,1.6350532815825332e-03,1.9505589758798716e+04,6.9902024541658587e-01,2.0236706413584220e-07,2.8042566500008220e-01,6.4893346466105228e-05,5.0099472915509410e-03,9.2892617042627563e-03,2.0994604783340897e-03,4.0903243956537558e-03
819,1.2018948984490780e+00,1.7031103068455601e+01,2.5058903951644451e+01,7.2252586344215625e+37,1.6350532815824221e-03,1.9659891612105919e+04,6.9902024540962344e-01,2.0236703681072767e-07,2.8042566500647518e-01,6.4893342095432675e-05,5.0099472975721033e-03,9.2892617032089912e-03,2.0994604783340897e-03,4.0903243956537558e-03
820,1.2067310034703968e+00,1.7033658375716759e+01,2.5056273704043965e+01,7.2247281296951326e+37,3.2701065631649552e-03,1.9813277373898275e+04,6.9902024539913476e-01,2.0236699593646725e-07,2.8042566501611858e-01,6.4893335586583971e-05,5.0099473065568584e-03,9.2892617016191643e-03,2.0994604783340897e-03,4.0903243956537558e-03
821,1.2131900700613906e+00,1.7037064177727074e+01,2.5050976002500688e+01,7.2235311356388756e+37,3.2761189926271430e-03,2.0117140986262023e+04,6.9902024538501539e-01,2.0236694166509763e-07,2.8042566502913320e-01,6.4893327021582818e-05,5.0099473184274438e-03,9.2892616994727816e-03,2.0994604783340897e-03,4.0903243956537558e-03
822,1.2196481815832236e+00,1.7040467476048160e+01,2.5045617767839329e+01,7.2221403353096507e+37,3.2761189926271430e-03,2.0417758572658399e+04,6.9902024537075861e-01,2.0236688759050314e-07,2.8042566504230620e-01,6.4893318564920567e-05,5.0099473301951968e-03,9.2892616972994712e-03,2.0994604783340897e-03,4.0903243956537558e-03
823,1.2261047877879744e+00,1.7043868063414679e+01,2.5040207334189332e+01,7.2205460068721052e+37,3.2813044179585983e-03,2.0714871988259244e+04,6.9902024535636417e-01,2.0236683368977899e-07,2.8042566505563758e-01,6.4893310212703170e-05,5.0099473418646649e-03,9.2892616950992277e-03,2.0994604783340897e-03,4.0903243956537558e-03
824,1.2325603943924698e+00,1.7047266174581483e+01,2.5034734598131720e+01,7.2187326579775792e+37,3.2813044179585983e-03,2.1009210856697748e+04,6.9902024534182949e-01,2.0236677993509695e-07,2.8042566506912907e-01,6.4893301960509068e-05,5.0099473534412801e-03,9.2892616928717330e-03,2.0994604783340897e-03,4.0903243956537558e-03
825,1.2390145927464533e+00,1.7050661603214787e+01,2.5029206610016978e+01,7.2166894032082522e+37,3.2856586657291644e-03,2.1300563724216052e+04,6.9902024532715421e-01,2.0236672630656200e-07,2.8042566508278049e-01,6.4893293805128822e-05,5.0099473649287880e-03,9.2892616906169926e-03,2.0994604783340897e-03,4.0903243956537558e-03
826,1.2454679348352493e+00,1.7054054581869908e+01,2.5023614392591291e+01,7.2143990318369706e+37,3.2856586657291644e-03,2.1589550133451638e+04,6.9902024531233619e-01,2.0236667277895259e-07,2.8042566509659373e-01,6.4893285742748600e-05,5.0099473763319171e-03,9.2892616883346885e-03,2.0994604783340897e-03,4.0903243956537558e-03
827,1.2519200390381397e+00,1.7057444908123216e+01,2.5017963651320336e+01,7.2118492198709756e+37,3.2891854837133762e-03,2.1875992199511178e+04,6.9902024529737492e-01,2.0236661933470805e-07,2.8042566511056850e-01,6.4893277770713755e-05,5.0099473876537619e-03,9.2892616860248136e-03,2.0994604783340897e-03,4.0903243956537558e-03
828,1.2583714262737275e+00,1.7060832817765342e+01,2.5012246567190459e+01,7.2090210458928423e+37,3.2891854837134872e-03,2.2160376005193294e+04,6.9902024528226824e-01,2.0236656595060571e-07,2.8042566512470656e-01,6.4893269885703963e-05,5.0099473988984861e-03,9.2892616836870480e-03,2.0994604783340897e-03,4.0903243956537558e-03
829,1.2632175999683445e+00,1.7063372517155204e+01,2.5006467446389049e+01,7.2059004040440379e+37,1.6459335467254872e-03,2.2442483178470782e+04,6.9902024527083055e-01,2.0236652595136419e-07,2.8042566513543105e-01,6.4893264036377011e-05,5.0099474072749607e-03,9.2892616819130378e-03,2.0994604783340897e-03,4.0903243956537558e-03
830,1.2664431571463399e+00,1.7065064900381918e+01,2.5003551703063688e+01,7.2042231952331796e+37,1.6459335467253762e-03,2.2582862057193597e+04,6.9902024526316601e-01,2.0236649928319190e-07,2.8042566514262436e-01,6.4893260156168786e-05,5.0099474128432230e-03,9.2892616807229195e-03,2.0994604783340897e-03,4.0903243956537558e-03
831,1.2712711577539759e+00,1.7067601020492029e+01,2.5000619744217198e+01,7.2024660255626313e+37,3.2918670934508633e-03,2.2722800414194552e+04,6.9902024525161587e-01,2.0236645929559409e-07,2.8042566515347413e-01,6.4893254367490875e-05,5.0099474211676886e-03,9.2892616789274828e-03,2.0994604783340897e-03,4.0903243956537558e-03
832,1.2777195146202593e+00,1.7070981349410310e+01,2.4994706182444694e+01,7.1987029636095716e+37,3.2936202236607550e-03,2.3001248677283649e+04,6.9902024523606769e-01,2.0236640598795365e-07,2.8042566516810541e-01,6.4893246729465898e-05,5.0099474321981132e-03,9.2892616765053155e-03,2.0994604783340897e-03,4.0903243956537558e-03
833,1.2841670584588880e+00,1.7074359347866230e+01,2.4988721643997457e+01,7.1945884374870052e+37,3.2936202236606439e-03,2.3277974728963788e+04,6.9902024522036931e-01,2.0236635266902971e-07,2.8042566518290348e-01,6.4893239169090053e-05,5.0099474431629804e-03,9.2892616740545399e-03,2.0994604783340897e-03,4.0903243956537558e-03
834,1.2906132053422811e+00,1.7077734761513045e+01,2.4982667216590535e+01,7.1901033458915932e+37,3.2943511253190629e-03,2.3553001899019880e+04,6.9902024520452066e-01,2.0236629932711935e-07,2.8042566519786799e-01,6.4893231685089647e-05,5.0099474540637656e-03,9.2892616715751668e-03,2.0994604783340897e-03,4.0903243956537558e-03
835,1.2970584594461513e+00,1.7081107870509537e+01,2.4976539399514186e+01,7.1852243099638375e+37,3.2943511253190629e-03,2.3826502532412607e+04,6.9902024518851941e-01,2.0236624594272107e-07,2.8042566521300109e-01,6.4893224275193839e-05,5.0099474649034538e-03,9.2892616690668141e-03,2.0994604783340897e-03,4.0903243956537558e-03
836,1.3035023270329890e+00,1.7084478421733352e+01,2.4970337300045057e+01,7.1799287057148299e+37,3.2940268991428225e-03,2.4098522288539374e+04,6.9902024517236593e-01,2.0236619250532466e-07,2.8042566522830249e-01,6.4893216938452624e-05,5.0099474756831465e-03,9.2892616665294873e-03,2.0994604783340897e-03,4.0903243956537558e-03
837,1.3099453793891020e+00,1.7087846710176028e+01,2.4964059211933680e+01,7.1741921551214913e+37,3.2940268991428225e-03,2.4369137261511344e+04,6.9902024515605765e-01,2.0236613899627426e-07,2.8042566524377425e-01,6.4893209672866625e-05,5.0099474864055331e-03,9.2892616639627778e-03,2.0994604783340897e-03,4.0903243956537558e-03
838,1.3163871791970958e+00,1.7091212493879897e+01,2.4957702095566300e+01,7.1679877300148087e+37,3.2926338335124163e-03,2.4638474140213055e+04,6.9902024513959455e-01,2.0236608540594991e-07,2.8042566525941614e-01,6.4893202477760416e-05,5.0099474970714092e-03,9.2892616613666820e-03,2.0994604783340897e-03,4.0903243956537558e-03
839,1.3228283027966332e+00,1.7094576081308121e+01,2.4951266146616428e+01,7.1612903845104023e+37,3.2926338335123053e-03,2.4906518168995788e+04,6.9902024512297442e-01,2.0236603171642442e-07,2.8042566527523051e-01,6.4893195351384376e-05,5.0099475076831918e-03,9.2892616587407630e-03,2.0994604783340897e-03,4.0903243956537558e-03
840,1.3292682973426686e+00,1.7097937233462543e+01,2.4944746032625682e+01,7.1540679938368869e+37,3.2901548579146191e-03,2.5173494117560788e+04,6.9902024510619726e-01,2.0236597791891037e-07,2.8042566529121707e-01,6.4893188293324977e-05,5.0099475182413844e-03,9.2892616560850047e-03,2.0994604783340897e-03,4.0903243956537558e-03
841,1.3357076620997176e+00,1.7101296234348300e+01,2.4938143973747024e+01,7.1462952726940436e+37,3.2901548579146191e-03,2.5439391526768990e+04,6.9902024508926068e-01,2.0236592399633956e-07,2.8042566530737818e-01,6.4893181302094342e-05,5.0099475287481078e-03,9.2892616533989613e-03,2.0994604783340897e-03,4.0903243956537558e-03
842,1.3405463081585069e+00,1.7103815152382124e+01,2.4931452176236930e+01,7.1379338532430560e+37,1.6432581472289882e-03,2.5704514201835930e+04,6.9902024507643654e-01,2.0236588344772479e-07,2.8042566531963188e-01,6.4893176107787988e-05,5.0099475365910466e-03,9.2892616513613450e-03,2.0994604783340897e-03,4.0903243956537558e-03
843,1.3437642535737328e+00,1.7105492383576315e+01,2.4928075453996632e+01,7.1335257547270058e+37,1.6432581472289882e-03,2.5836686786112408e+04,6.9902024506785087e-01,2.0236585639165265e-07,2.8042566532784114e-01,6.4893172662956857e-05,5.0099475418047711e-03,9.2892616499959093e-03,2.0994604783340897e-03,4.0903243956537558e-03
844,1.3485831896653426e+00,1.7108007072229542e+01,2.4924675190386103e+01,7.1289574935155695e+37,3.2865162944579764e-03,2.5968774645347649e+04,6.9902024505490771e-01,2.0236581573896761e-07,2.8042566534022505e-01,6.4893167518733845e-05,5.0099475496091203e-03,9.2892616479356160e-03,2.0994604783340897e-03,4.0903243956537558e-03
845,1.3550194128402739e+00,1.7111358857419047e+01,2.4917802349893776e+01,7.1193230511992924e+37,3.2816297986683076e-03,2.6232482000932741e+04,6.9902024503748920e-01,2.0236576138030382e-07,2.8042566535691296e-01,6.4893160725458978e-05,5.0099475599651741e-03,9.2892616451578273e-03,2.0994604783340897e-03,4.0903243956537558e-03
846,1.3614549349748135e+00,1.7114708421298816e+01,2.4910840783729502e+01,7.1090057011060778e+37,3.2816297986684186e-03,2.6495105556757585e+04,6.9902024501990682e-01,2.0236570685031836e-07,2.8042566537377950e-01,6.4893153996771744e-05,5.0099475702731988e-03,9.2892616423488103e-03,2.0994604783340897e-03,4.0903243956537558e-03
847,1.3678892231109291e+00,1.7118055450298967e+01,2.4903776817301017e+01,7.0979501568682978e+37,3.2754219758555094e-03,2.6757123254789672e+04,6.9902024500216128e-01,2.0236565214341961e-07,2.8042566539082432e-01,6.4893147333098610e-05,5.0099475805326987e-03,9.2892616395085632e-03,2.0994604783340897e-03,4.0903243956537558e-03
848,1.3743228932225379e+00,1.7121400308797207e+01,2.4896620403283939e+01,7.0861356075772885e+37,3.2754219758556204e-03,2.7018067121446729e+04,6.9902024498424930e-01,2.0236559724351481e-07,2.8042566540805013e-01,6.4893140733493464e-05,5.0099475907452406e-03,9.2892616366365619e-03,2.0994604783340897e-03,4.0903243956537558e-03
849,1.3807554303253388e+00,1.7124742698336135e+01,2.4889354385328328e+01,7.0734955037592417e+37,3.2678288758652986e-03,2.7278475629858696e+04,6.9902024496617185e-01,2.0236554214572342e-07,2.8042566542545648e-01,6.4893134198611699e-05,5.0099476009100651e-03,9.2892616337327957e-03,2.0994604783340897e-03,4.0903243956537558e-03
850,1.3871874599325240e+00,1.7128083003520275e+01,2.4881991902671947e+01,7.0600130461984367e+37,3.2678288758652986e-03,2.7537822106109883e+04,6.9902024494792600e-01,2.0236548683428825e-07,2.8042566544304619e-01,6.4893127727684447e-05,5.0099476110285543e-03,9.2892616307967106e-03,2.0994604783340897e-03,4.0903243956537558e-03
851,1.3936184319487596e+00,1.7131420880720506e+01,2.4874511937154077e+01,7.0456081124305045e+37,3.2588020368594663e-03,2.7796839874028456e+04,6.9902024492951229e-01,2.0236543130515962e-07,2.8042566546081895e-01,6.4893121321608298e-05,5.0099476210996662e-03,9.2892616278283046e-03,2.0994604783340897e-03,4.0903243956537558e-03
852,1.4000489291469921e+00,1.7134756658247889e+01,2.4866931114946324e+01,7.0302696131001951e+37,3.2588020368593553e-03,2.8054924714308121e+04,6.9902024491092777e-01,2.0236537554313653e-07,2.8042566547877729e-01,6.4893114979814452e-05,5.0099476311245529e-03,9.2892616248270147e-03,2.0994604783340897e-03,4.0903243956537558e-03
853,1.4064783844657875e+00,1.7138089944742218e+01,2.4859224168195024e+01,7.0139012322842164e+37,3.2482903523187736e-03,2.8312839026463842e+04,6.9902024489217335e-01,2.0236531954489316e-07,2.8042566549692086e-01,6.4893108703425550e-05,5.0099476411019123e-03,9.2892616217928374e-03,2.0994604783340897e-03,4.0903243956537558e-03
854,1.4129073829689449e+00,1.7141421078759650e+01,2.4851411546926223e+01,6.9964997167293461e+37,3.2482903523188846e-03,2.8569771578448431e+04,6.9902024487324609e-01,2.0236526329542541e-07,2.8042566551525274e-01,6.4893102492028775e-05,5.0099476510327400e-03,9.2892616187251828e-03,2.0994604783340897e-03,4.0903243956537558e-03
855,1.4193353465264961e+00,1.7144749667227645e+01,2.4843463294790621e+01,6.9779494686212037e+37,3.2362133329055811e-03,2.8826561879325911e+04,6.9902024485414653e-01,2.0236520679211693e-07,2.8042566553377215e-01,6.4893096346970553e-05,5.0099476609154702e-03,9.2892616156240457e-03,2.0994604783340897e-03,4.0903243956537558e-03
856,1.4257628850010308e+00,1.7148076095642704e+01,2.4835404132238032e+01,6.9582578133174504e+37,3.2362133329055811e-03,2.9082259088109863e+04,6.9902024483487199e-01,2.0236515002006361e-07,2.8042566555248233e-01,6.4893090267981952e-05,5.0099476707509591e-03,9.2892616124888043e-03,2.0994604783340897e-03,4.0903243956537558e-03
857,1.4321894105785966e+00,1.7151399987548479e+01,2.4827198851954475e+01,6.9372860621385097e+37,3.2224772154946248e-03,2.9337823311564106e+04,6.9902024481542310e-01,2.0236509297744831e-07,2.8042566557138254e-01,6.4893084256642721e-05,5.0099476805373610e-03,9.2892616093194622e-03,2.0994604783340897e-03,4.0903243956537558e-03
858,1.4386155563033879e+00,1.7154721787630555e+01,2.4818876974913308e+01,6.9150555327918965e+37,3.2224772154945138e-03,2.9592181401256883e+04,6.9902024479579667e-01,2.0236503564950552e-07,2.8042566559047612e-01,6.4893078312830372e-05,5.0099476902753901e-03,9.2892616061153709e-03,2.0994604783340897e-03,4.0903243956537558e-03
859,1.4434473783849162e+00,1.7157214327096303e+01,2.4810397378069337e+01,6.8913998479385609e+37,1.6034911370739209e-03,2.9846370190924552e+04,6.9902024478093283e-01,2.0236499240421848e-07,2.8042566560495219e-01,6.4893073903450622e-05,5.0099476975468526e-03,9.2892616036843023e-03,2.0994604783340897e-03,4.0903243956537558e-03
860,1.4466558711622692e+00,1.7158871466387011e+01,2.4806117074837761e+01,6.8790697877725870e+37,1.6034911370739209e-03,2.9972818324877060e+04,6.9902024477099899e-01,2.0236496355788973e-07,2.8042566561463218e-01,6.4893070987072656e-05,5.0099477023722540e-03,9.2892616020580618e-03,2.0994604783340897e-03,4.0903243956537558e-03
