Unnamee: 0,lnd,lnT,lnR,L,dq,conv_vel,h1,he3,he4,c12,n14,o16,ne20,mg24
502,-3.1247557247117798e+00,1.5521799921898371e+01,2.6080138723127186e+01,7.7345303831766969e+37,6.8623925740246880e-04,0.0000000000000000e+00,6.9999999998931636e-01,2.9797645934873449e-05,2.7997020236474861e-01,3.4416073257059394e-03,1.0081585205319720e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
503,-3.0887502249132730e+00,1.5531762563169295e+01,2.6076227940067173e+01,7.7341245912415219e+37,7.0638260499576697e-04,0.0000000000000000e+00,6.9999999998825206e-01,2.9797646999008913e-05,2.7997020236474878e-01,3.4416073257059456e-03,1.0081585205319740e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
504,-3.0528143265233640e+00,1.5541717480054140e+01,2.6072298791889942e+01,7.7337037533047823e+37,7.2704982190526967e-04,0.0000000000000000e+00,6.9999999998708632e-01,2.9797648164895527e-05,2.7997020236474869e-01,3.4416073257059367e-03,1.0081585205319760e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
505,-3.0169482556084892e+00,1.5551665166626207e+01,2.6068351064791746e+01,7.7332672417396217e+37,7.4826036481563980e-04,0.0000000000000000e+00,6.9999999998580939e-01,2.9797649441919386e-05,2.7997020236474861e-01,3.4416073257059363e-03,1.0081585205319796e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
506,-2.9811513152162692e+00,1.5561605911810458e+01,2.6064384496526584e+01,7.7328144708909132e+37,7.6999385551922463e-04,0.0000000000000000e+00,6.9999999998441087e-01,2.9797650840268467e-05,2.7997020236474869e-01,3.4416073257059260e-03,1.0081585205319840e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
507,-2.9454172892188701e+00,1.5571540162941883e+01,2.6060398991831696e+01,7.7323449754420821e+37,7.9231787932706980e-04,0.0000000000000000e+00,6.9999999998288027e-01,2.9797652371090666e-05,2.7997020236474861e-01,3.4416073257059247e-03,1.0081585205319898e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
508,-2.9097553292427411e+00,1.5581468810090727e+01,2.6056394184484830e+01,7.7318581829853760e+37,8.1526607655937155e-04,0.0000000000000000e+00,6.9999999998120463e-01,2.9797654046545796e-05,2.7997020236474869e-01,3.4416073257059274e-03,1.0081585205319973e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
509,-2.8741559481139272e+00,1.5591392585969197e+01,2.6052369568690494e+01,7.7313538543114468e+37,8.3881488895852118e-04,0.0000000000000000e+00,6.9999999997937107e-01,2.9797655879894691e-05,2.7997020236474869e-01,3.4416073257059140e-03,1.0081585205320071e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
510,-2.8386228541564907e+00,1.5601312220693643e+01,2.6048324860079485e+01,7.7308310812718117e+37,8.6301886945515349e-04,0.0000000000000000e+00,6.9999999997736566e-01,2.9797657885580237e-05,2.7997020236474852e-01,3.4416073257058954e-03,1.0081585205320195e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
511,-2.8031486639666734e+00,1.5611228803560301e+01,2.6044259558717355e+01,7.7302892317564424e+37,8.8792126600355896e-04,0.0000000000000000e+00,6.9999999997517203e-01,2.9797660079406082e-05,2.7997020236474847e-01,3.4416073257058843e-03,1.0081585205320378e-03,9.3604492797742011e-03,2.0994604783340888e-03,4.0903243956537540e-03
512,-2.7677272883352768e+00,1.5621143439233893e+01,2.6040173062894762e+01,7.7297276359813080e+37,9.1352094435124371e-04,0.0000000000000000e+00,6.9999999997277262e-01,2.9797662478659866e-05,2.7997020236474856e-01,3.4416073257058608e-03,1.0081585205320611e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
513,-2.7323574715021310e+00,1.5631057080319168e+01,2.6036064876580122e+01,7.7291455244378122e+37,9.3983164923155211e-04,0.0000000000000000e+00,6.9999999997014912e-01,2.9797665102125323e-05,2.7997020236474869e-01,3.4416073257058337e-03,1.0081585205320926e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
514,-2.6970350494963781e+00,1.5640970664586106e+01,2.6031934518788863e+01,7.7285423925673333e+37,9.6687605001875116e-04,0.0000000000000000e+00,6.9999999996728075e-01,2.9797667970298116e-05,2.7997020236474874e-01,3.4416073257058035e-03,1.0081585205321335e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
515,-2.6617591881367803e+00,1.5650885184010794e+01,2.6027781497225936e+01,7.7279172952619186e+37,9.9468224568713701e-04,0.0000000000000000e+00,6.9999999996414574e-01,2.9797671105524777e-05,2.7997020236474874e-01,3.4416073257057577e-03,1.0081585205321861e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
516,-2.6265268212536203e+00,1.5660801670423472e+01,2.6023605274780603e+01,7.7272695751589468e+37,1.0232725045548483e-03,0.0000000000000000e+00,6.9999999996071897e-01,2.9797674532183645e-05,2.7997020236474874e-01,3.4416073257056938e-03,1.0081585205322567e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
517,-2.5913347627322576e+00,1.5670721096448732e+01,2.6019405307507716e+01,7.7265981429270871e+37,1.0526549487670515e-03,0.0000000000000000e+00,6.9999999995697432e-01,2.9797678276844479e-05,2.7997020236474861e-01,3.4416073257056147e-03,1.0081585205323475e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
518,-2.5561807360764365e+00,1.5680644369972977e+01,2.6015181104866664e+01,7.7259023765340986e+37,1.0828489263356448e-03,0.0000000000000000e+00,6.9999999995288257e-01,2.9797682368443902e-05,2.7997020236474874e-01,3.4416073257055170e-03,1.0081585205324694e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
519,-2.5297771575493275e+00,1.5688064832130981e+01,2.6010932179598302e+01,7.7251814747360540e+37,5.5694476001775354e-04,0.0000000000000000e+00,6.9999999994957118e-01,2.9797685679986859e-05,2.7997020236474874e-01,3.4416073257054109e-03,1.0081585205325840e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
520,-2.5122256620113234e+00,1.5693029783982099e+01,2.6008783228921434e+01,7.7248086781649307e+37,5.5694476001776047e-04,0.0000000000000000e+00,6.9999999994723554e-01,2.9797688015204419e-05,2.7997020236474883e-01,3.4416073257053323e-03,1.0081585205326759e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
521,-2.4859758789364021e+00,1.5700506289168274e+01,2.6006658085378564e+01,7.7244345222869617e+37,1.1457981949463060e-03,0.0000000000000000e+00,6.9999999994352908e-01,2.9797691721622282e-05,2.7997020236474896e-01,3.4416073257051937e-03,1.0081585205328373e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
522,-2.4509214232457301e+00,1.5710447018470756e+01,2.6002358095138813e+01,7.7236606355543298e+37,1.1785861498162037e-03,0.0000000000000000e+00,6.9999999993819557e-01,2.9797697055142361e-05,2.7997020236474896e-01,3.4416073257049633e-03,1.0081585205331107e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
523,-2.4158949550628578e+00,1.5720395495882768e+01,2.5998031799456207e+01,7.7228588860051079e+37,1.2122855145300444e-03,0.0000000000000000e+00,6.9999999993237054e-01,2.9797702880047696e-05,2.7997020236474914e-01,3.4416073257046524e-03,1.0081585205334702e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
524,-2.3808949839841129e+00,1.5730352790239354e+01,2.5993678664975021e+01,7.7220281739104974e+37,1.2469420534442365e-03,0.0000000000000000e+00,6.9999999992600914e-01,2.9797709241005589e-05,2.7997020236474949e-01,3.4416073257042603e-03,1.0081585205339416e-03,9.3604492797742171e-03,2.0994604783340928e-03,4.0903243956537620e-03
525,-2.3545985267639908e+00,1.5737802616127527e+01,2.5989298074855473e+01,7.7211677758010077e+37,6.4128293562087215e-04,0.0000000000000000e+00,6.9999999992086276e-01,2.9797714387303573e-05,2.7997020236474963e-01,3.4416073257038761e-03,1.0081585205343850e-03,9.3604492797742153e-03,2.0994604783340924e-03,4.0903243956537611e-03
526,-2.3371144368068295e+00,1.5742788384414165e+01,2.5987081841965267e+01,7.7207229713711589e+37,6.4128293562087215e-04,0.0000000000000000e+00,6.9999999991723500e-01,2.9797718014948673e-05,2.7997020236474958e-01,3.4416073257035653e-03,1.0081585205347347e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
527,-2.3109621015742383e+00,1.5750297871358391e+01,2.5984889571909111e+01,7.7202765178573606e+37,1.3191598340905614e-03,0.0000000000000000e+00,6.9999999991147916e-01,2.9797723770408644e-05,2.7997020236474967e-01,3.4416073257030332e-03,1.0081585205353600e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
528,-2.2760336465312431e+00,1.5760287602759460e+01,2.5980452461821181e+01,7.7193532048090220e+37,1.3567705096630486e-03,0.0000000000000000e+00,6.9999999990319983e-01,2.9797732049635911e-05,2.7997020236474989e-01,3.4416073257021242e-03,1.0081585205364134e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
529,-2.2411275776521435e+00,1.5770290019630861e+01,2.5975986243983792e+01,7.7183972125219231e+37,1.3954243376599555e-03,0.0000000000000000e+00,6.9999999989416128e-01,2.9797741087489800e-05,2.7997020236475038e-01,3.4416073257009571e-03,1.0081585205377907e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
530,-2.2062438025739830e+00,1.5780306020689032e+01,2.5971490324203760e+01,7.7174070328762445e+37,1.4351325798663348e-03,0.0000000000000000e+00,6.9999999988429495e-01,2.9797750952640132e-05,2.7997020236475114e-01,3.4416073256994077e-03,1.0081585205395919e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
531,-2.1800309307007101e+00,1.5787803361806713e+01,2.5966964144628192e+01,7.7163817944822055e+37,7.3797084765961331e-04,0.0000000000000000e+00,6.9999999987631555e-01,2.9797758931560750e-05,2.7997020236475136e-01,3.4416073256979458e-03,1.0081585205412897e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
532,-2.1538307184646279e+00,1.5795392630885965e+01,2.5964673603811005e+01,7.7158520137339809e+37,1.4969069813052938e-03,0.0000000000000000e+00,6.9999999986773815e-01,2.9797767508362426e-05,2.7997020236475189e-01,3.4416073256961388e-03,1.0081585205433869e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
533,-2.1277572048118300e+00,1.5802871964971876e+01,2.5960100789563327e+01,7.7147716543231332e+37,7.5893613364567924e-04,0.0000000000000000e+00,6.9999999985868095e-01,2.9797776564259779e-05,2.7997020236475260e-01,3.4416073256939498e-03,1.0081585205459115e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
534,-2.1103405658325353e+00,1.5807903250655197e+01,2.5957818669224730e+01,7.7142212125639249e+37,7.8046601348313835e-04,0.0000000000000000e+00,6.9999999985226990e-01,2.9797782974694101e-05,2.7997020236475314e-01,3.4416073256922752e-03,1.0081585205479111e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
535,-2.0929273848657614e+00,1.5812937951456039e+01,2.5955496344992705e+01,7.7136532814333138e+37,7.8046601348314528e-04,0.0000000000000000e+00,6.9999999984557277e-01,2.9797789670584711e-05,2.7997020236475402e-01,3.4416073256903154e-03,1.0081585205501959e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
536,-2.0668776958372068e+00,1.5820522988906617e+01,2.5953198237357142e+01,7.7130834472914031e+37,1.6051573137198731e-03,0.0000000000000000e+00,6.9999999983495273e-01,2.9797800288920930e-05,2.7997020236475500e-01,3.4416073256868311e-03,1.0081585205542555e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
537,-2.0320724820692119e+00,1.5830619433111346e+01,2.5948545094305699e+01,7.7119052638643541e+37,1.6505865294215722e-03,0.0000000000000000e+00,6.9999999981968086e-01,2.9797815557973873e-05,2.7997020236475691e-01,3.4416073256809895e-03,1.0081585205610810e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
538,-1.9972777202351428e+00,1.5840734090255681e+01,2.5943858736148048e+01,7.7106853148416369e+37,1.6972186071030632e-03,0.0000000000000000e+00,6.9999999980301792e-01,2.9797832217372759e-05,2.7997020236475904e-01,3.4416073256733592e-03,1.0081585205699794e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
539,-1.9624948874947964e+00,1.5850867457881183e+01,2.5939138632869291e+01,7.7094222585440608e+37,1.7450741908777858e-03,0.0000000000000000e+00,6.9999999978483877e-01,2.9797850392231758e-05,2.7997020236476166e-01,3.4416073256634103e-03,1.0081585205815801e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
540,-1.9363523309438823e+00,1.5858456536898312e+01,2.5934384255619158e+01,7.7081150952144810e+37,8.9710413026991524e-04,0.0000000000000000e+00,6.9999999977013978e-01,2.9797865087059584e-05,2.7997020236476437e-01,3.4416073256540489e-03,1.0081585205925067e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
541,-1.9189696425739338e+00,1.5863537297066327e+01,2.5931977473102900e+01,7.7074398306456686e+37,8.9710413026992217e-04,0.0000000000000000e+00,6.9999999975978655e-01,2.9797875437303114e-05,2.7997020236476632e-01,3.4416073256466819e-03,1.0081585206011098e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
542,-1.8929662272801595e+00,1.5871192259557500e+01,2.5929595112442349e+01,7.7067623509625313e+37,1.8446083135878900e-03,0.0000000000000000e+00,6.9999999974337274e-01,2.9797891845056231e-05,2.7997020236477023e-01,3.4416073256335790e-03,1.0081585206163894e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
543,-1.8582222857731922e+00,1.5881384515792893e+01,2.5924770440708151e+01,7.7053624778178129e+37,1.8962738406617116e-03,0.0000000000000000e+00,6.9999999971977597e-01,2.9797915432304229e-05,2.7997020236477578e-01,3.4416073256115993e-03,1.0081585206420327e-03,9.3604492797741993e-03,2.0994604783340884e-03,4.0903243956537531e-03
544,-1.8234896240469854e+00,1.5891596998967873e+01,2.5919909896955624e+01,7.7039140560080410e+37,1.9492734391777934e-03,0.0000000000000000e+00,6.9999999969404029e-01,2.9797941155537795e-05,2.7997020236478338e-01,3.4416073255829804e-03,1.0081585206754168e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
545,-1.7887654622230478e+00,1.5901829914161485e+01,2.5915012912019488e+01,7.7024151112293921e+37,2.0035665689216588e-03,0.0000000000000000e+00,6.9999999966597430e-01,2.9797969205684893e-05,2.7997020236479310e-01,3.4416073255457466e-03,1.0081585207188612e-03,9.3604492797742153e-03,2.0994604783340924e-03,4.0903243956537611e-03
546,-1.7626645076053870e+00,1.5909494887144440e+01,2.5910079090829150e+01,7.7008643121425004e+37,1.0295801042874839e-03,0.0000000000000000e+00,6.9999999964328836e-01,2.9797991877053178e-05,2.7997020236480198e-01,3.4416073255107200e-03,1.0081585207597258e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
547,-1.7453121217808734e+00,1.5914626245566545e+01,2.5907581343792251e+01,7.7000638040458024e+37,1.0295801042874701e-03,0.0000000000000000e+00,6.9999999962731562e-01,2.9798007838570343e-05,2.7997020236480865e-01,3.4416073254831753e-03,1.0081585207918655e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
548,-1.7193578009471323e+00,1.5922356953972974e+01,2.5905108192540815e+01,7.6992607919572106e+37,2.1161185259299810e-03,0.0000000000000000e+00,6.9999999960200502e-01,2.9798033129714474e-05,2.7997020236481997e-01,3.4416073254343073e-03,1.0081585208488683e-03,9.3604492797741993e-03,2.0994604783340884e-03,4.0903243956537531e-03
549,-1.6846755366215601e+00,1.5932651258193065e+01,2.5900099439235813e+01,7.6976022376174224e+37,2.1743983026277926e-03,0.0000000000000000e+00,6.9999999956562950e-01,2.9798069471883380e-05,2.7997020236483982e-01,3.4416073253524253e-03,1.0081585209444068e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
550,-1.6500119107594548e+00,1.5942965922931165e+01,2.5895052628846073e+01,7.6958873560091030e+37,2.2340279891730077e-03,0.0000000000000000e+00,6.9999999952597979e-01,2.9798109079194819e-05,2.7997020236486425e-01,3.4416073252460108e-03,1.0081585210685488e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
551,-1.6153679177617014e+00,1.5953300963964229e+01,2.5889967374698432e+01,7.6941147982192967e+37,2.2950759943758676e-03,0.0000000000000000e+00,6.9999999948276618e-01,2.9798152238466016e-05,2.7997020236489547e-01,3.4416073251077965e-03,1.0081585212298018e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
552,-1.5893299516647745e+00,1.5961043005115669e+01,2.5884843172846441e+01,7.6922825338438300e+37,1.1787459910011097e-03,0.0000000000000000e+00,6.9999999944785100e-01,2.9798187103131423e-05,2.7997020236492433e-01,3.4416073249779857e-03,1.0081585213812491e-03,9.3604492797742100e-03,2.0994604783340915e-03,4.0903243956537593e-03
553,-1.5720225271185610e+00,1.5966225376163015e+01,2.5882249158397150e+01,7.6913373779729887e+37,1.1787459910011097e-03,0.0000000000000000e+00,6.9999999942327955e-01,2.9798211635372746e-05,2.7997020236494662e-01,3.4416073248760170e-03,1.0081585215002142e-03,9.3604492797742064e-03,2.0994604783340911e-03,4.0903243956537584e-03
554,-1.5461424996843842e+00,1.5974031790625469e+01,2.5879679830637112e+01,7.6903895372479462e+37,2.4213024922933876e-03,0.0000000000000000e+00,6.9999999938436356e-01,2.9798250482727265e-05,2.7997020236498517e-01,3.4416073246954010e-03,1.0081585217109254e-03,9.3604492797741922e-03,2.0994604783340879e-03,4.0903243956537522e-03
555,-1.5115677015485021e+00,1.5984427462579913e+01,2.5874476651505600e+01,7.6884341334051820e+37,2.4865404044455430e-03,0.0000000000000000e+00,6.9999999932846330e-01,2.9798306268901244e-05,2.7997020236504894e-01,3.4416073243932183e-03,1.0081585220634863e-03,9.3604492797742047e-03,2.0994604783340915e-03,4.0903243956537593e-03
556,-1.4770168377000205e+00,1.5994843082115155e+01,2.5869233350259785e+01,7.6864140074115185e+37,2.5531755767282544e-03,0.0000000000000000e+00,6.9999999926757210e-01,2.9798367014230615e-05,2.7997020236512950e-01,3.4416073240013371e-03,1.0081585225206923e-03,9.3604492797742064e-03,2.0994604783340928e-03,4.0903243956537620e-03
557,-1.4424941875164667e+00,1.6005278507794466e+01,2.5863949598400064e+01,7.6843273972270722e+37,2.6212648363938284e-03,0.0000000000000000e+00,6.9999999920125377e-01,2.9798433145913865e-05,2.7997020236523155e-01,3.4416073234933488e-03,1.0081585231133467e-03,9.3604492797741993e-03,2.0994604783340924e-03,4.0903243956537611e-03
558,-1.4165500362720083e+00,1.6013096133902648e+01,2.5858624957590663e+01,7.6821727876088017e+37,1.3454310159477655e-03,0.0000000000000000e+00,6.9999999914769777e-01,2.9798486529051215e-05,2.7997020236532494e-01,3.4416073230170591e-03,1.0081585236690155e-03,9.3604492797741887e-03,2.0994604783340911e-03,4.0903243956537584e-03
